TestID,FolderID,Distributor,TestDate,Form,Final Rating,Test Level RM,Retest,Rating1,Rater1,Rating2,Rater2,Rating3,Rater3,File Location,PromptID,Prompt Level RM,Topic,Sub Topic,Prompt Level,Prompt,Source,Machine Transcription,Audio Length,Transcription Time,Transcription Time/sec
1906864,2224433,Credu,01-03-2018,Form 1 - ACTFL,NM,0,Retest,NM,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224433/2224433_7040,7040,,INTERESTS,invest in stocks,nov1,What goods do companies in your country sell? Clothing? Food? Electronics? What else do they sell?,Credu,i am sorry sorry,13.09609977324263,0.05346345901489258,0.004082395517795821
1906864,2224433,Credu,01-03-2018,Form 1 - ACTFL,NM,0,Retest,NM,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224433/2224433_5857,5857,,GENERAL,health,int2n,Tell me about some of the things people do to stay healthy.,Credu,trapy finish and park fishing hotel,11.981541950113378,0.05457735061645508,0.0045551191026743125
1906864,2224433,Credu,01-03-2018,Form 1 - ACTFL,NM,0,Retest,NM,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224433/2224433_5858,5858,,GENERAL,health,nov1,What do people do to be healthy? Eat good foods . . . sleep enough . . .what else?,Credu,i like kimchi kimchi join my life,14.419637188208617,0.05548834800720215,0.0038481098576167152
1906864,2224433,Credu,01-03-2018,Form 1 - ACTFL,NM,0,Retest,NM,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224433/2224433_7343,7343,,GENERAL,Go Green/Eco,intrp,Suppose you have moved to a new building and you want to know how the recycling works.  Ask the building manager three or four questions about the recycling policy.   ,Credu,i love building i live a country sorry,15.046575963718821,0.05505871772766113,0.0036592190715297565
1906864,2224433,Credu,01-03-2018,Form 1 - ACTFL,NM,0,Retest,NM,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224433/2224433_3195,3195,,HOME,married family house,int2,Tell me about the different rooms in your home. What is your favorite room? Describe for me in detail what it looks like.,Credu,im sorry im difficult sorry,16.509433106575965,0.05611824989318848,0.0033991627411383194
1906864,2224433,Credu,01-03-2018,Form 1 - ACTFL,NM,0,Retest,NM,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224433/2224433_3199,3199,,HOME,married family house,int3q,I live in a house in the US with my family. Please ask me 3 or 4 questions to find out about my family and our home.,Credu,home my home thank you cheers now,10.100680272108843,0.052097320556640625,0.005157803153169566
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_6419,6419,,GENERAL,community events,int2n,"Describe one of your favorite things that people do when they get together in the area in which you live. Maybe they have parties for national holidays or maybe there is something people do during the weekends. When these celebrations happen, who goes to them, and what they do when they are there?",Credu,im sorry since its too hard its so easy im sorry next question,8.614648526077097,0.054705142974853516,0.006350246653622317
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_6420,6420,,GENERAL,community events,nov1,When are there celebrations or holidays in the place where you live held? January? February? Name the months when people in your area have these celebrations.,Credu,oh my god im sorry your question understand next question,9.798866213151927,0.053667545318603516,0.005476913772592542
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_1586,1586,,HOME,alone house,int2n,Can your describe your home?  What does it look like?  Give me a description with a lot of detail.,Credu,currently im in city in apartment   th floor and one bedroom and one kitchen a nice view open door is clean press clean,27.77111111111111,0.07130026817321777,0.002567425836436585
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_1591,1591,,HOME,alone house,nov1,"What do you have in your bedroom?   A window, a closet .... what else?",Credu,my home is one bedroom and six window at all at home,12.887074829931972,0.05613851547241211,0.0043561875920843434
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_2561,2561,,SPORTS,play soccer,int2n,Tell me about some of the places where you and your friends enjoy playing soccer.,Credu,i like play soccer with my friends so but im tv show soccer program my favorite team is espanial madrid and is player christian lonaldo his team is many trophy is lari and y   champion league its many winners my like soccer and play soccer my good talents my physical and mental and social medical,44.51269841269841,0.10648369789123535,0.002392209452322443
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_2565,2565,,SPORTS,play soccer,nov1,"Name the parts of your body.  You have feet, fingers..... what else?",Credu,i like going at the park every morning my main technique has reduce my stress its park nice view is clean,22.709160997732425,0.0677022933959961,0.002981276736853306
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_6932,6932,,GENERAL,your nation and its neighbors,int2n,Tell me about one of the countries near your country. What country is it? What does it look like? What are the people like? Tell me everything you can about this country.,Credu,so i dont know communicate neighbor i like at home im home its a movie watching movie its playgames its home vacation i like,28.978548752834467,0.07230830192565918,0.0024952354426853937
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_6936,6936,,GENERAL,your nation and its neighbors,nov1,What are some famous places to visit in your country?,Credu,my favorite country is panta pot is   th floor is movie theater and health club and shopping center,22.6859410430839,0.057152509689331055,0.002519291995901344
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_5867,5867,,GENERAL,surf the internet,intrp,Your friend has just told you about a new cool website. Call your friend and ask three or four questions about this new site.,Credu,oh no i not understand your question sorry next question in detail sorry,12.004761904761905,0.05356907844543457,0.004462319108901729
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_1393,1393,,SCHOOL-HIGHER ED,programs/course of study,int2,Tell me what courses you are taking this semester.,Credu,im school in korea in channel in lector and wide screen comfortable chair and chair many people in campus in soccer field its playing my favorite soccer play,30.37174603174603,0.07526993751525879,0.0024782881246466033
1906869,2224426,Credu,01-03-2018,Form 1 - ACTFL,NH,0,,NH,152.0,,,,,bk-opic-responsefiles-kr-prod/2224426/2224426_2984,2984,,SCHOOL-HIGHER ED,programs/course of study,int3q,I am in my 2nd year at university.  Ask me 3 or 4 questions about the courses I take.,Credu,oh ava im sorry i understand your question sorry,18.204489795918366,0.06162095069885254,0.0033849314861144086
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_2847,2847,,SPORTS,swim,int2n,Describe for me what you like about swimming.,Credu,i enjoy swimming with my sister on weekend i enjoyed swimming with my sister enjoy swimming i said enjoy in the swimming center near downtown i like swimming,44.65201814058957,0.09745621681213379,0.002182571379087212
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_2852,2852,,SPORTS,swim,nov1,"What things do you do on the weekend?  Read, sleep... name the things you do on the weekend.",Credu,,14.349977324263039,0.05612015724182129,0.003910818531185617
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_2383,2383,,HOME,alone house,int2n,Can you describe your home to me?  Give me a good description of you home.,Credu,my home my home is,44.72167800453515,0.0874030590057373,0.001954377896931191
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_2389,2389,,HOME,alone house,nov1,Where do you live - What is your address?  Give me the name of the street and city.,Credu,in my house it is located in suna my room bedroom and,22.778820861678003,0.05419301986694336,0.0023790968020699923
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_2820,2820,,INTERESTS,listen to music,int2n,What kinds of music do you like to listen to?  Who are some of your favorite musicians and/or composers.,Credu,listen to music i like good music its ballad music i like musician its songyung song in song is korea song song song relieve my stress i listen to music in my house there,44.72167800453515,0.09583735466003418,0.002142973138224274
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_2823,2823,,INTERESTS,listen to music,nov1,"What things do you have in your room?  A Bed, a radio.... what things?",Credu,my room there are bedroom sofa and tv,22.732380952380954,0.05854296684265137,0.0025753117091115644
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_7348,7348,,GENERAL,Go Green/Eco,int2n,Tell me about the things you use to recycle and where you recycle. What do the containers and the recycling area look like?,Credu,cycle near my house in the park i like cycle with my sister on weekend my sister liked to enjoy cycle i said okay,44.65201814058957,0.09107375144958496,0.0020396334867291725
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_7350,7350,,GENERAL,Go Green/Eco,nov1,List the things that you recycle. Cans? What else?,Credu,i recycle ikender,22.778820861678003,0.052398681640625,0.0023003245847891115
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_6527,6527,,GENERAL,Food/Meal time,intrp,A friend found a new food store that has lots of great items and you want to know more.  Call your friend and ask three or four questions about this new food store.,Credu,in my food store junji keji department my friend like food is salty what kind of menu there are i have a clinical stage discount do you have a,58.79297052154195,0.14668726921081543,0.0024949797213778932
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_5901,5901,,GENERAL,visit with family and/or friends,int2,Tell me about the family or friends you like to visit. Who are these people? What are they like?,Credu,hello im sorry i btopo and another really okay,34.66743764172335,0.07465314865112305,0.0021534083200102343
1906879,2224420,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,153.0,,,,,bk-opic-responsefiles-kr-prod/2224420/2224420_5905,5905,,GENERAL,visit with family and/or friends,int3q,"I visit my aunt every week. Ask me three or four questions about my aunt, and about what we like to do together.",Credu,hello this is siouak im sorry i busy i together appointment,44.628798185941044,0.09130501747131348,0.002045876680140501
1907165,2224492,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224492/2224492_6791,6791,,GENERAL,common industries,int2n,Choose one major industry in your country and tell me about the kinds of jobs people have in that industry. Give me lots of examples. ,Credu,my job is student my school is sung university im playing the clarinet teacher is on we play clarity in high school and play my job is choose orchestra teacher and playing clarist my job is school grad and pork school is,44.628798185941044,0.09463357925415039,0.002120459951887341
1907165,2224492,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224492/2224492_6793,6793,,GENERAL,common industries,nov1,"What kinds of jobs do people do? Banker, laywer…. Name all the jobs that people do.",Credu,chung is player play on park and play my teacher my teacher is kind and beautiful clar player chaek and seoul seoul orchestra,22.709160997732425,0.06174969673156738,0.002719153593465354
1907165,2224492,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224492/2224492_2307,2307,,SCHOOL-HIGHER ED,school/campus,int2n,Describe your school to me?  Where is it?  What does it look like?  Tell me all the details.....,Credu,my school is busan university my school is very and play soccer ground and basketball ground and my study is    and tree is water and many animal my school is,44.860997732426306,0.09687948226928711,0.0021595480967036306
1907165,2224492,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224492/2224492_2312,2312,,SCHOOL-HIGHER ED,school/campus,nov1,"What things are in your class room?   Desks, chairs .... what other things?",Credu,my classroom is lesson lesson room and piano and tail and class lesson my classroom is describe and table study music study is,22.755555555555556,0.05966019630432129,0.002621785970404744
1907165,2224492,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224492/2224492_5433,5433,,GENERAL,free time,int2n,What kinds of things do people do in their free time? What are some popular activities?,Credu,my friend is hyung park my friend is activity and orchestra and travel ski playing playing violin playing biola playing ball and activity is not activity orchestra and dining room,38.9863492063492,0.09105372428894043,0.002335528361658231
1907165,2224492,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224492/2224492_5436,5436,,GENERAL,free time,nov1,"What do you like to do in your free time? Read, watch TV... what other things?",Credu,my free time is and you put bycon and soccer player team watching my team is osan university usang player team and watching tv and soccer channel,22.616281179138323,0.0686647891998291,0.0030360777997032852
1907165,2224492,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224492/2224492_2481,2481,,GENERAL,visit with family and/or friends,int2n,Describe a friend or family member you visit with often.  Who is this person?  Where does he or she live?  How often do you visit with him or her?  Tell me all the details.,Credu,my friends han park university my friend is my friend is playing violin and great my best friend is good friend my friend is taller and big long hair big nose big eyes small mouth and playing violin and is good im park is like that my friend is pongjun is,44.698412698412696,0.10025429725646973,0.0022429050877690315
1907165,2224492,Credu,01-03-2018,Form 1 - ACTFL,NH,0,Retest,NH,3444.0,,,,,bk-opic-responsefiles-kr-prod/2224492/2224492_2483,2483,,GENERAL,visit with family and/or friends,nov1,"What days do you see your family or friends?  Monday, Tuesday... what days?",Credu,yes monday is friends monday is tuesday and sunday is family is family sunday is friends in and,22.80204081632653,0.06086468696594238,0.002669264889762084
